,ID,Channel,Title,Duration,Release Date,Views,Likes,Comments,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
1397,IGuUL6s0AgQ,NCT DREAM,[#JENO Cam] ‘Rainbow (책갈피)’ | NCT DREAM @7DREAM return! 7+맛=Show,00:04:01,2021-05-13 12:00:07,108024.0,26423.0,1085.0,352.0,72.0,44.0,43.0,35.0,15.0,11.0,5.0,4.0,5.0,3.0,6.0,13.0,10.0,16.0,13.0,7.0,4.0,13.0,48.0,5.0,2.0,6.0,6.0,738.0,81.0,20.0,5.0,9.0,6.0,7.0,895.0,13.0,7.0,5.0,1.0,4.0,9.0,26.0,17.0,0.0,2.0,6.0
1398,AcNV7fRddeY,NCT DREAM,[#CHENLE Cam] ‘Rainbow (책갈피)’ | NCT DREAM @7DREAM return! 7+맛=Show,00:04:03,2021-05-13 12:00:09,90865.0,24172.0,989.0,342.0,74.0,66.0,51.0,12.0,24.0,14.0,10.0,9.0,5.0,3.0,6.0,16.0,4.0,5.0,8.0,11.0,7.0,16.0,16.0,6.0,5.0,7.0,7.0,724.0,69.0,14.0,10.0,6.0,1.0,2.0,867.0,17.0,11.0,0.0,4.0,4.0,6.0,3.0,5.0,3.0,2.0,3.0
1399,buY0dbDmcYQ,NCT DREAM,[#JISUNG Cam] ‘Rainbow (책갈피)’ | NCT DREAM @7DREAM return! 7+맛=Show,00:04:03,2021-05-13 12:00:13,127169.0,29945.0,1248.0,441.0,96.0,37.0,48.0,35.0,13.0,20.0,5.0,2.0,6.0,7.0,4.0,12.0,10.0,16.0,36.0,12.0,7.0,7.0,10.0,4.0,4.0,3.0,12.0,847.0,60.0,25.0,5.0,10.0,4.0,3.0,989.0,7.0,10.0,4.0,5.0,1.0,2.0,3.0,6.0,0.0,1.0,12.0
1400,SkqYZsqmW3Q,NCT DREAM,[#HAECHAN Cam] ‘Rainbow (책갈피)’ | NCT DREAM @7DREAM return! 7+맛=Show,00:04:03,2021-05-13 12:00:18,172891.0,33425.0,1251.0,396.0,119.0,83.0,54.0,34.0,18.0,18.0,6.0,6.0,4.0,8.0,10.0,12.0,14.0,16.0,17.0,17.0,13.0,14.0,13.0,11.0,6.0,9.0,3.0,901.0,55.0,32.0,27.0,4.0,7.0,1.0,1100.0,29.0,15.0,7.0,9.0,6.0,6.0,1.0,4.0,2.0,2.0,4.0
1401,Pbu9rA86rro,NCT DREAM,[#RENJUN Cam] ‘Rainbow (책갈피)’ | NCT DREAM @7DREAM return! 7+맛=Show,00:04:04,2021-05-13 12:00:20,203346.0,35741.0,1547.0,379.0,110.0,89.0,46.0,19.0,18.0,13.0,10.0,11.0,4.0,2.0,11.0,20.0,13.0,7.0,12.0,12.0,14.0,21.0,9.0,6.0,6.0,5.0,6.0,843.0,67.0,26.0,14.0,15.0,11.0,8.0,1052.0,29.0,21.0,14.0,19.0,11.0,17.0,6.0,27.0,5.0,8.0,15.0
1402,fW62e1dTtZ4,NCT DREAM,[#MARK Cam] ‘Rainbow (책갈피)’ | NCT DREAM @7DREAM return! 7+맛=Show,00:04:04,2021-05-13 12:00:30,215583.0,37119.0,1313.0,410.0,99.0,77.0,52.0,52.0,36.0,16.0,14.0,11.0,6.0,4.0,8.0,24.0,18.0,8.0,21.0,23.0,16.0,11.0,14.0,6.0,9.0,8.0,9.0,952.0,75.0,30.0,12.0,14.0,7.0,3.0,1132.0,23.0,6.0,14.0,13.0,6.0,5.0,7.0,16.0,4.0,8.0,1.0
1403,vAWg9mhZpoo,NCT DREAM,[#JAEMIN Cam] ‘Rainbow (책갈피)’ | NCT DREAM @7DREAM return! 7+맛=Show,00:04:04,2021-05-13 12:00:32,222119.0,45962.0,1397.0,478.0,127.0,93.0,74.0,48.0,36.0,20.0,11.0,14.0,8.0,5.0,19.0,19.0,26.0,17.0,24.0,18.0,19.0,20.0,12.0,11.0,6.0,9.0,9.0,1123.0,78.0,18.0,10.0,6.0,5.0,2.0,1272.0,8.0,8.0,5.0,5.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0
1404,svSHKq8Fbsg,NCT DREAM,UNBOXING of NCT DREAM ‘맛 (Hot Sauce)’ Album,00:10:29,2021-05-14 11:00:32,1331192.0,179629.0,3252.0,1268.0,270.0,201.0,132.0,111.0,76.0,42.0,31.0,32.0,20.0,13.0,13.0,18.0,19.0,22.0,21.0,24.0,27.0,25.0,15.0,7.0,7.0,15.0,12.0,2421.0,87.0,54.0,42.0,30.0,18.0,12.0,2740.0,32.0,10.0,9.0,10.0,12.0,14.0,10.0,10.0,7.0,5.0,0.0
1405,Biik6nB0ILM,NCT DREAM,[#JENO Cam] ‘Diggity’ | NCT DREAM @7DREAM return! 7+맛=Show,00:01:38,2021-05-14 12:00:04,82415.0,18343.0,356.0,175.0,15.0,26.0,9.0,4.0,5.0,2.0,10.0,1.0,2.0,1.0,2.0,2.0,5.0,9.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,281.0,18.0,4.0,2.0,0.0,7.0,0.0,322.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
1406,GOcalz5Zylg,NCT DREAM,[#RENJUN Cam] ‘Diggity’ | NCT DREAM @7DREAM return! 7+맛=Show,00:01:36,2021-05-14 12:00:06,101630.0,21415.0,387.0,181.0,31.0,13.0,15.0,7.0,6.0,3.0,1.0,0.0,1.0,2.0,0.0,5.0,5.0,7.0,4.0,1.0,2.0,0.0,3.0,4.0,3.0,0.0,1.0,295.0,11.0,5.0,7.0,3.0,1.0,1.0,353.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0
1407,5Kvh5k6GCPQ,NCT DREAM,[#CHENLE Cam] ‘Diggity’ | NCT DREAM @7DREAM return! 7+맛=Show,00:01:39,2021-05-14 12:00:06,58526.0,16661.0,329.0,135.0,34.0,14.0,16.0,8.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,5.0,8.0,9.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,257.0,13.0,4.0,3.0,2.0,1.0,1.0,296.0,5.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
1408,OLjDrliSsbw,NCT DREAM,[#JAEMIN Cam] ‘Diggity’ | NCT DREAM @7DREAM return! 7+맛=Show,00:01:38,2021-05-14 12:00:09,130408.0,24555.0,395.0,144.0,44.0,31.0,16.0,9.0,4.0,7.0,2.0,0.0,2.0,1.0,4.0,5.0,4.0,6.0,5.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,302.0,25.0,7.0,6.0,1.0,1.0,2.0,358.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
1409,Pj4lB_Vb7Jc,NCT DREAM,[#HAECHAN Cam] ‘Diggity’ | NCT DREAM @7DREAM return! 7+맛=Show,00:01:39,2021-05-14 12:00:10,102251.0,19496.0,416.0,180.0,56.0,15.0,15.0,10.0,5.0,8.0,1.0,2.0,0.0,0.0,3.0,4.0,7.0,3.0,6.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,329.0,19.0,11.0,6.0,2.0,5.0,1.0,384.0,5.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0
1410,dTtB8J9NaIY,NCT DREAM,[#MARK Cam] ‘Diggity’ | NCT DREAM @7DREAM return! 7+맛=Show,00:01:37,2021-05-14 12:00:16,115005.0,18727.0,302.0,129.0,35.0,20.0,9.0,8.0,9.0,4.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,237.0,19.0,6.0,2.0,0.0,0.0,1.0,274.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1411,rF9uojO1Tyk,NCT DREAM,[#JISUNG Cam] ‘Diggity’ | NCT DREAM @7DREAM return! 7+맛=Show,00:01:39,2021-05-14 12:00:34,130236.0,21551.0,471.0,143.0,31.0,17.0,16.0,12.0,12.0,7.0,3.0,2.0,0.0,1.0,3.0,4.0,6.0,2.0,2.0,4.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,280.0,23.0,9.0,4.0,1.0,3.0,2.0,356.0,17.0,3.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,4.0
1412,AUmJB4fW_xo,WayV,[WayV-log] I Love You 3M | LUCAS's April 2021,00:07:28,2021-05-15 09:00:03,567637.0,93334.0,3687.0,1080.0,175.0,132.0,110.0,88.0,83.0,75.0,68.0,37.0,26.0,23.0,21.0,22.0,14.0,20.0,14.0,19.0,13.0,20.0,7.0,13.0,5.0,13.0,16.0,2094.0,150.0,84.0,37.0,19.0,25.0,25.0,2545.0,37.0,41.0,76.0,42.0,80.0,108.0,85.0,117.0,28.0,40.0,27.0
1413,8114W7Vhyp8,NCT DREAM,[#RENJUN Cam] ‘고래 (Dive Into You)’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:29,2021-05-15 12:00:02,88985.0,17904.0,420.0,210.0,18.0,8.0,10.0,14.0,0.0,1.0,1.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,296.0,13.0,11.0,4.0,2.0,4.0,3.0,366.0,3.0,3.0,3.0,10.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0
1414,93uE8c5Ac6w,NCT DREAM,[#HAECHAN Cam] ‘고래 (Dive Into You)’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:23,2021-05-15 12:00:04,83321.0,18379.0,473.0,243.0,28.0,21.0,19.0,5.0,15.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,7.0,2.0,3.0,8.0,3.0,3.0,2.0,5.0,2.0,389.0,30.0,5.0,7.0,2.0,3.0,3.0,451.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1415,B4zi7aYqjIk,NCT DREAM,[#MARK Cam] ‘고래 (Dive Into You)’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:26,2021-05-15 12:00:04,112318.0,20046.0,422.0,214.0,22.0,17.0,7.0,11.0,2.0,1.0,3.0,2.0,1.0,5.0,3.0,1.0,4.0,3.0,7.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,315.0,16.0,1.0,4.0,5.0,1.0,1.0,354.0,6.0,2.0,0.0,0.0,2.0,3.0,1.0,11.0,1.0,2.0,1.0
1416,Hpt_PHofS6Q,NCT DREAM,[#JAEMIN Cam] ‘고래 (Dive Into You)’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:26,2021-05-15 12:00:06,154202.0,26535.0,439.0,165.0,44.0,16.0,17.0,13.0,2.0,3.0,2.0,1.0,2.0,5.0,4.0,2.0,9.0,4.0,4.0,1.0,6.0,4.0,3.0,4.0,3.0,2.0,4.0,320.0,20.0,9.0,3.0,2.0,0.0,4.0,379.0,8.0,3.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0
1417,WbUEpcHJRGE,NCT DREAM,[#JENO Cam] ‘고래 (Dive Into You)’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:26,2021-05-15 12:00:20,70973.0,14678.0,285.0,103.0,17.0,11.0,15.0,7.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,6.0,2.0,2.0,0.0,0.0,2.0,193.0,22.0,7.0,6.0,4.0,2.0,2.0,245.0,7.0,1.0,2.0,4.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0
1418,n6IJ2Ac437g,NCT DREAM,[#CHENLE Cam] ‘고래 (Dive Into You)’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:25,2021-05-15 12:00:31,83357.0,15820.0,368.0,160.0,34.0,15.0,14.0,8.0,6.0,4.0,2.0,5.0,2.0,4.0,3.0,6.0,1.0,7.0,6.0,8.0,1.0,3.0,1.0,4.0,5.0,0.0,0.0,299.0,7.0,3.0,7.0,3.0,2.0,0.0,334.0,6.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0
1419,k-GFCyPutYM,NCT DREAM,[#JISUNG Cam] ‘고래 (Dive Into You)’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:26,2021-05-15 12:00:31,70762.0,14070.0,459.0,118.0,16.0,6.0,10.0,11.0,9.0,2.0,1.0,2.0,1.0,3.0,6.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,206.0,9.0,2.0,2.0,6.0,1.0,1.0,235.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0
1420,S9wcBWtbyRM,NCT,“축구는 열정이다” - 정성찬 | 김정우의 이 사람을 찾아서,00:15:05,2021-05-15 13:00:26,1057363.0,135772.0,4536.0,1566.0,442.0,249.0,140.0,110.0,54.0,44.0,32.0,28.0,26.0,33.0,25.0,47.0,50.0,41.0,71.0,38.0,25.0,18.0,19.0,12.0,15.0,24.0,20.0,3129.0,159.0,89.0,59.0,26.0,19.0,16.0,3711.0,35.0,30.0,15.0,16.0,2.0,7.0,6.0,11.0,7.0,3.0,1.0
1421,RRdtAn6ZjwY,NCT DREAM,[#JENO Cam] ‘BOOM’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:30,2021-05-16 12:00:09,105576.0,18217.0,379.0,218.0,22.0,6.0,13.0,1.0,4.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,283.0,8.0,5.0,8.0,2.0,1.0,2.0,316.0,4.0,3.0,4.0,3.0,1.0,4.0,0.0,2.0,1.0,6.0,1.0
1422,WIIgc7z-nZE,NCT DREAM,[#CHENLE Cam] ‘BOOM’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:29,2021-05-16 12:00:09,51088.0,12494.0,283.0,145.0,17.0,4.0,11.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,12.0,1.0,2.0,3.0,213.0,13.0,9.0,2.0,5.0,1.0,2.0,251.0,1.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0
1423,dhQnvk-Qtuk,NCT DREAM,[#MARK Cam] ‘BOOM’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:31,2021-05-16 12:00:12,341013.0,40259.0,978.0,463.0,57.0,41.0,26.0,14.0,13.0,11.0,11.0,4.0,8.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,5.0,1.0,3.0,1.0,689.0,43.0,12.0,5.0,4.0,8.0,3.0,789.0,20.0,12.0,11.0,10.0,7.0,14.0,5.0,6.0,4.0,5.0,4.0
1424,NV7uIyympJ8,NCT DREAM,[#RENJUN Cam] ‘BOOM’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:30,2021-05-16 12:00:14,121952.0,17912.0,309.0,119.0,14.0,13.0,10.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,188.0,13.0,6.0,3.0,1.0,3.0,6.0,249.0,3.0,1.0,2.0,1.0,0.0,3.0,2.0,5.0,3.0,4.0,2.0
1425,UucG-nP5UKU,NCT DREAM,[#HAECHAN Cam] ‘BOOM’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:29,2021-05-16 12:00:14,75168.0,13996.0,311.0,138.0,19.0,6.0,8.0,13.0,6.0,1.0,2.0,0.0,2.0,3.0,1.0,3.0,0.0,2.0,0.0,2.0,3.0,11.0,3.0,1.0,1.0,0.0,1.0,226.0,9.0,5.0,2.0,1.0,1.0,4.0,260.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
1426,Q6FrW1wtblU,NCT DREAM,[#JAEMIN Cam] ‘BOOM’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:31,2021-05-16 12:00:19,164285.0,23440.0,360.0,155.0,27.0,16.0,3.0,5.0,6.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,238.0,6.0,6.0,3.0,2.0,1.0,2.0,289.0,14.0,6.0,1.0,5.0,0.0,2.0,2.0,1.0,4.0,6.0,0.0
1427,oqGlR0nH1Ho,NCT DREAM,[#JISUNG Cam] ‘BOOM’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:31,2021-05-16 12:00:30,88124.0,14839.0,371.0,95.0,19.0,13.0,10.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.0,160.0,13.0,4.0,1.0,2.0,2.0,1.0,191.0,9.0,3.0,3.0,4.0,0.0,0.0,2.0,1.0,2.0,2.0,17.0
1428,0-JWBnEIaUk,NCT DREAM,7DREAM RETURN! 7+맛=SHOW Behind The Scenes,00:16:24,2021-05-17 11:00:01,749780.0,110403.0,1984.0,702.0,241.0,173.0,102.0,69.0,38.0,30.0,27.0,11.0,16.0,6.0,10.0,13.0,17.0,16.0,16.0,12.0,9.0,8.0,12.0,15.0,10.0,12.0,5.0,1570.0,54.0,18.0,7.0,3.0,1.0,5.0,1694.0,7.0,9.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,0.0,1.0
1429,39ydzVaiafw,NCT DREAM,[#MARK Cam] ‘Ridin'’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:34,2021-05-17 12:00:01,293077.0,24499.0,440.0,224.0,18.0,8.0,12.0,7.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,5.0,3.0,0.0,2.0,2.0,1.0,5.0,1.0,0.0,0.0,1.0,2.0,306.0,15.0,5.0,2.0,6.0,5.0,3.0,363.0,7.0,6.0,4.0,3.0,1.0,2.0,1.0,4.0,2.0,5.0,3.0
1430,CPIZ6tQisKo,NCT DREAM,[#CHENLE Cam] ‘Ridin'’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:34,2021-05-17 12:00:05,44250.0,11301.0,232.0,116.0,16.0,5.0,9.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0,1.0,3.0,169.0,10.0,4.0,3.0,1.0,5.0,1.0,203.0,4.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
1431,Ec8-W-zTER8,NCT DREAM,[#JAEMIN Cam] ‘Ridin'’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:37,2021-05-17 12:00:05,112858.0,20803.0,360.0,199.0,18.0,7.0,8.0,5.0,4.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,265.0,17.0,2.0,6.0,2.0,2.0,3.0,317.0,3.0,4.0,6.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0
1432,R2oF_O67Njg,NCT DREAM,[#JISUNG Cam] ‘Ridin'’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:36,2021-05-17 12:00:10,61851.0,11272.0,184.0,43.0,5.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,69.0,8.0,3.0,1.0,0.0,2.0,1.0,94.0,7.0,4.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0
1433,He176-2YvIU,NCT DREAM,[#HAECHAN Cam] ‘Ridin'’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:36,2021-05-17 12:00:13,60949.0,11463.0,208.0,69.0,11.0,13.0,11.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,132.0,15.0,5.0,2.0,3.0,2.0,5.0,177.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
1434,oQIxlfEIEys,NCT DREAM,[#JENO Cam] ‘Ridin'’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:34,2021-05-17 12:00:18,71865.0,12151.0,198.0,83.0,8.0,4.0,11.0,5.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,128.0,5.0,12.0,1.0,4.0,1.0,2.0,161.0,3.0,3.0,2.0,0.0,3.0,1.0,4.0,0.0,1.0,2.0,1.0
1435,rnyZCqnMndE,NCT DREAM,[#RENJUN Cam] ‘Ridin'’ | NCT DREAM @7DREAM return! 7+맛=Show,00:03:36,2021-05-17 12:00:20,101612.0,15603.0,441.0,93.0,9.0,6.0,12.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,152.0,18.0,6.0,4.0,5.0,3.0,2.0,216.0,9.0,8.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0
1436,QYUiudZU9OM,NCT,🔥🌶맛(Hot Sauce)이 매력 있어🌶🔥 | 천지의 이것저것 시즌2 Ep.5,00:08:14,2021-05-18 11:00:07,739065.0,130019.0,3944.0,2113.0,393.0,218.0,167.0,140.0,78.0,50.0,43.0,17.0,17.0,12.0,17.0,18.0,22.0,17.0,17.0,15.0,19.0,33.0,13.0,12.0,13.0,10.0,3.0,3457.0,78.0,35.0,24.0,6.0,11.0,7.0,3684.0,38.0,7.0,6.0,2.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0
1437,CIMob5-qbtQ,NCT DREAM,Dream VS Dream | MARK VS JENO,00:10:22,2021-05-18 13:00:04,1677615.0,202811.0,5886.0,2462.0,523.0,316.0,188.0,124.0,80.0,51.0,43.0,34.0,36.0,50.0,52.0,37.0,55.0,47.0,55.0,39.0,41.0,27.0,51.0,25.0,21.0,20.0,23.0,4400.0,187.0,79.0,86.0,32.0,33.0,17.0,5042.0,46.0,37.0,24.0,26.0,18.0,31.0,25.0,17.0,15.0,33.0,9.0
1438,8P3qmCbUFq4,NCT,We brew the BEST BEER in the World! 🍺 | Johnny’s Communication Center (JCC) Ep.28,00:17:06,2021-05-19 11:00:05,803799.0,115623.0,5155.0,1934.0,395.0,268.0,210.0,146.0,123.0,94.0,61.0,63.0,44.0,27.0,32.0,30.0,31.0,40.0,44.0,31.0,23.0,35.0,22.0,22.0,19.0,21.0,27.0,3742.0,150.0,115.0,68.0,45.0,39.0,30.0,4336.0,56.0,33.0,10.0,7.0,9.0,10.0,10.0,10.0,7.0,4.0,1.0
1439,ZazYPi0pFVU,NCT DREAM,드림 사랑하는 만큼💚 Hot sauce 깊이 dip that🔥 | NCT DREAM X Enjoy Couple,00:17:47,2021-05-19 13:00:17,1544277.0,178520.0,2940.0,1195.0,317.0,143.0,80.0,37.0,30.0,29.0,7.0,13.0,32.0,19.0,24.0,27.0,17.0,22.0,26.0,16.0,28.0,22.0,18.0,19.0,9.0,12.0,8.0,2150.0,77.0,37.0,18.0,11.0,13.0,5.0,2352.0,32.0,15.0,12.0,2.0,11.0,6.0,13.0,11.0,8.0,5.0,2.0
1440,R5U8S_-CyDc,NCT DREAM,오감을 깨우고 네 맘을 깨우는 M.S.G Hot Sauce | Crazy Jalapeños 上,00:25:57,2021-05-20 13:00:12,1874072.0,186907.0,4361.0,1551.0,380.0,214.0,132.0,91.0,83.0,36.0,28.0,14.0,26.0,36.0,50.0,33.0,38.0,26.0,48.0,39.0,42.0,39.0,22.0,21.0,16.0,16.0,22.0,3003.0,187.0,61.0,36.0,29.0,35.0,7.0,3538.0,36.0,35.0,16.0,13.0,22.0,65.0,25.0,20.0,23.0,7.0,6.0
1441,ZPTK9Lg90kc,WayV,💚520 Day with WayV💚 (+Behind The Scenes),00:16:08,2021-05-20 14:30:03,324700.0,59823.0,4009.0,1758.0,368.0,183.0,111.0,63.0,28.0,42.0,47.0,38.0,43.0,62.0,46.0,47.0,32.0,45.0,39.0,30.0,19.0,22.0,16.0,11.0,18.0,12.0,25.0,3105.0,151.0,70.0,36.0,41.0,22.0,11.0,3544.0,17.0,17.0,21.0,11.0,6.0,8.0,7.0,6.0,6.0,9.0,1.0
1442,lpYua6zNAx4,WayV,[WayV-ariety] The Lonely Master Chef XIAO | Pear with Rock Sugar,00:10:28,2021-05-21 09:00:31,321685.0,59389.0,2469.0,608.0,186.0,128.0,100.0,115.0,86.0,74.0,50.0,46.0,18.0,20.0,9.0,16.0,12.0,22.0,21.0,19.0,16.0,18.0,10.0,20.0,8.0,11.0,7.0,1620.0,135.0,91.0,50.0,32.0,21.0,29.0,2087.0,19.0,19.0,2.0,6.0,9.0,6.0,3.0,4.0,1.0,2.0,2.0
1443,5xoh6oUHTVA,NCT DREAM,Dream VS Dream | RENJUN VS JISUNG,00:12:29,2021-05-21 13:00:06,965829.0,136147.0,2414.0,1087.0,208.0,121.0,80.0,31.0,24.0,14.0,13.0,5.0,11.0,15.0,15.0,25.0,18.0,18.0,9.0,19.0,11.0,9.0,16.0,7.0,3.0,7.0,7.0,1773.0,62.0,30.0,24.0,25.0,6.0,7.0,1997.0,20.0,12.0,11.0,14.0,6.0,11.0,6.0,4.0,5.0,26.0,6.0
1444,wwq-sGEqTF8,NCT DREAM,드디어 첫방~ 바로 첫방~ 그 첫방💚ㅣ맛 (Hot Sauce) 음악방송 대기실 비하인드,00:13:49,2021-05-22 11:00:25,1116555.0,149358.0,2522.0,985.0,232.0,129.0,96.0,78.0,70.0,25.0,20.0,16.0,8.0,10.0,8.0,22.0,16.0,12.0,20.0,15.0,8.0,25.0,13.0,11.0,12.0,5.0,2.0,1838.0,103.0,42.0,20.0,5.0,11.0,3.0,2060.0,21.0,7.0,3.0,1.0,9.0,5.0,4.0,7.0,9.0,3.0,1.0
1445,jWChcmFva3E,NCT DREAM,NCT DREAM 엔시티 드림 '맛 (Hot Sauce)' Dance Practice,00:03:22,2021-05-23 11:00:14,9671975.0,535816.0,8787.0,3672.0,590.0,337.0,187.0,148.0,109.0,75.0,42.0,27.0,32.0,15.0,42.0,41.0,60.0,57.0,46.0,49.0,45.0,33.0,36.0,42.0,30.0,34.0,36.0,5785.0,330.0,166.0,103.0,70.0,42.0,45.0,7054.0,185.0,65.0,86.0,44.0,44.0,47.0,34.0,28.0,22.0,23.0,21.0
1446,vMZ0CrPVRF0,NCT DREAM,NCT DREAM 엔시티 드림 '맛 (Hot Sauce)' Dance Practice (Moving Ver.),00:03:23,2021-05-23 11:00:32,6626929.0,410120.0,6301.0,2942.0,656.0,282.0,152.0,99.0,81.0,57.0,44.0,35.0,29.0,10.0,26.0,26.0,29.0,31.0,18.0,41.0,22.0,32.0,16.0,22.0,22.0,15.0,8.0,4695.0,172.0,71.0,22.0,21.0,19.0,20.0,5269.0,115.0,45.0,38.0,20.0,16.0,22.0,18.0,13.0,15.0,9.0,6.0
